GeoFIPS,GeoName,Description,Year,PerCapitaIncome
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1929,688.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1929,921.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1929,405.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1929,1156.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1929,327.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1929,377.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1929,772.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1929,449.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1929,666.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1929,776.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1929,881.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1929,267.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1929,415.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1929,373.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1929,474.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1929,548.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1929,630.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1929,435.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1929,740.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1929,459.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1929,670.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1929,672.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1929,876.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1929,972.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1929,796.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1929,566.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1929,363.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1929,470.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1929,589.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1929,905.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1930,621.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1930,263.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1930,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1930,518.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1930,224.0
" ""06000""",California,Per capita personal income (dollars) 2/,1930,889.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1930,574.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1930,927.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1930,858.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1930,1314.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1930,468.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1930,303.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1930,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1930,488.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1930,810.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1930,512.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1930,501.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1930,460.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1930,322.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1930,353.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1930,574.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1930,721.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1930,842.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1930,658.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1930,547.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1930,197.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1930,560.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1930,501.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1930,510.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1930,834.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1930,648.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1930,851.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1930,333.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1930,1042.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1930,287.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1930,308.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1930,664.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1930,365.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1930,605.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1930,717.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1930,795.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1930,239.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1930,357.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1930,321.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1930,407.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1930,494.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1930,572.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1930,387.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1930,657.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1930,407.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1930,585.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1930,582.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1930,806.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1930,890.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1930,678.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1930,504.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1930,310.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1930,398.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1930,532.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1930,812.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1931,528.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1931,220.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1931,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1931,430.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1931,207.0
" ""06000""",California,Per capita personal income (dollars) 2/,1931,753.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1931,472.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1931,807.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1931,776.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1931,1253.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1931,397.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1931,254.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1931,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1931,366.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1931,673.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1931,435.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1931,396.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1931,394.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1931,287.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1931,315.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1931,492.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1931,646.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1931,766.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1931,540.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1931,457.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1931,169.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1931,489.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1931,387.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1931,409.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1931,665.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1931,560.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1931,741.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1931,287.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1931,889.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1931,244.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1931,195.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1931,563.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1931,294.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1931,504.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1931,605.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1931,718.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1931,203.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1931,242.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1931,273.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1931,345.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1931,372.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1931,471.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1931,371.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1931,534.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1931,354.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1931,469.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1931,477.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1931,718.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1931,765.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1931,565.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1931,417.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1931,271.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1931,333.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1931,420.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1931,683.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1932,402.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1932,159.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1932,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1932,322.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1932,152.0
" ""06000""",California,Per capita personal income (dollars) 2/,1932,584.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1932,357.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1932,627.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1932,591.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1932,1107.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1932,317.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1932,197.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1932,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1932,268.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1932,489.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1932,308.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1932,293.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1932,267.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1932,209.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1932,238.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1932,380.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1932,522.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1932,622.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1932,395.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1932,361.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1932,122.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1932,365.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1932,334.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1932,303.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1932,557.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1932,430.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1932,593.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1932,208.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1932,686.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1932,183.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1932,178.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1932,403.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1932,214.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1932,377.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1932,455.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1932,584.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1932,156.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1932,189.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1932,194.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1932,262.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1932,304.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1932,363.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1932,286.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1932,402.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1932,257.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1932,362.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1932,375.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1932,574.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1932,593.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1932,410.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1932,313.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1932,203.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1932,250.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1932,330.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1932,526.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1933,375.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1933,164.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1933,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1933,309.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1933,153.0
" ""06000""",California,Per capita personal income (dollars) 2/,1933,550.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1933,353.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1933,591.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1933,566.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1933,945.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1933,289.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1933,202.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1933,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1933,228.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1933,441.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1933,294.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1933,252.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1933,251.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1933,204.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1933,226.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1933,373.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1933,475.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1933,568.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1933,348.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1933,310.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1933,127.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1933,334.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1933,299.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1933,273.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1933,499.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1933,420.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1933,529.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1933,211.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1933,634.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1933,203.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1933,151.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1933,387.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1933,220.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1933,357.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1933,423.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1933,569.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1933,172.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1933,136.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1933,201.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1933,254.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1933,297.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1933,337.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1933,286.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1933,376.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1933,259.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1933,334.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1933,372.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1933,535.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1933,545.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1933,378.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1933,278.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1933,206.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1933,246.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1933,314.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1933,495.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1934,427.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1934,207.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1934,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1934,362.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1934,182.0
" ""06000""",California,Per capita personal income (dollars) 2/,1934,605.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1934,372.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1934,661.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1934,647.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1934,963.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1934,348.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1934,241.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1934,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1934,389.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1934,508.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1934,357.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1934,271.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1934,288.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1934,232.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1934,263.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1934,418.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1934,532.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1934,618.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1934,454.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1934,359.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1934,167.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1934,368.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1934,365.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1934,264.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1934,560.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1934,480.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1934,578.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1934,246.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1934,688.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1934,247.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1934,184.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1934,457.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1934,250.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1934,437.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1934,487.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1934,609.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1934,207.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1934,190.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1934,242.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1934,291.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1934,314.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1934,381.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1934,323.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1934,442.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1934,313.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1934,380.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1934,414.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1934,588.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1934,602.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1934,450.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1934,309.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1934,246.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1934,282.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1934,366.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1934,556.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1935,477.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1935,216.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1935,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1935,416.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1935,204.0
" ""06000""",California,Per capita personal income (dollars) 2/,1935,665.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1935,445.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1935,715.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1935,706.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1935,1031.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1935,378.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1935,267.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1935,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1935,394.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1935,576.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1935,419.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1935,418.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1935,360.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1935,264.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1935,289.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1935,435.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1935,558.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1935,653.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1935,532.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1935,449.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1935,174.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1935,421.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1935,475.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1935,405.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1935,667.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1935,504.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1935,631.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1935,293.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1935,732.0
